tiff_file,prompt,ground_truth
Thermal_177,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_177,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.8
Thermal_177,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,35.5
Thermal_177,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_177,What is the lowest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_177,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.1
Thermal_177,What is the mean temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,33.1
Thermal_177,What is the minimum temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_177,What is the highest temperature recorded for the shoe? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_1770,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,24.1
Thermal_1770,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,22.8
Thermal_1770,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,25.2
Thermal_1770,What average temperature does the tree show? Strictly return a single numerical value rounded to one decimal place.,23.1
Thermal_1770,What is the coldest point of the tree? Strictly return a single numerical value rounded to one decimal place.,19.7
Thermal_1770,What is the hottest point of the tree? Strictly return a single numerical value rounded to one decimal place.,28.8
Thermal_1771,What average temperature does the light on the right show? Strictly return a single numerical value rounded to one decimal place.,18.1
Thermal_1771,What is the coldest point of the light on the right? Strictly return a single numerical value rounded to one decimal place.,15.9
Thermal_1771,What is the maximum temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,20.2
Thermal_1771,What is the average temperature of the light on the left? Strictly return a single numerical value rounded to one decimal place.,22.0
Thermal_1771,What is the lowest temperature recorded for the light on the left? Strictly return a single numerical value rounded to one decimal place.,18.7
Thermal_1771,What is the highest temperature recorded for the light on the left? Strictly return a single numerical value rounded to one decimal place.,29.1
Thermal_1772,What average temperature does the light on the left show? Strictly return a single numerical value rounded to one decimal place.,21.6
Thermal_1772,What is the coldest point of the light on the left? Strictly return a single numerical value rounded to one decimal place.,17.8
Thermal_1772,What is the hottest point of the light on the left? Strictly return a single numerical value rounded to one decimal place.,25.5
Thermal_1772,What is the mean temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,22.5
Thermal_1772,What is the lowest temperature recorded for the light on the right? Strictly return a single numerical value rounded to one decimal place.,18.7
Thermal_1772,What is the maximum temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_1773,What is the average temperature of the light on the left? Strictly return a single numerical value rounded to one decimal place.,22.2
Thermal_1773,What is the lowest temperature recorded for the light on the left? Strictly return a single numerical value rounded to one decimal place.,18.7
Thermal_1773,What is the maximum temperature of the light on the left? Strictly return a single numerical value rounded to one decimal place.,31.3
Thermal_1773,What is the mean temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,17.4
Thermal_1773,What is the coldest point of the light on the right? Strictly return a single numerical value rounded to one decimal place.,15.2
Thermal_1773,What is the maximum temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,19.3
Thermal_1774,What is the average temperature of the light? Strictly return a single numerical value rounded to one decimal place.,22.1
Thermal_1774,What is the lowest temperature recorded for the light? Strictly return a single numerical value rounded to one decimal place.,18.7
Thermal_1774,What is the maximum temperature of the light? Strictly return a single numerical value rounded to one decimal place.,31.4
Thermal_1776,What average temperature does the tree show? Strictly return a single numerical value rounded to one decimal place.,23.0
Thermal_1776,What is the lowest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,18.4
Thermal_1776,What is the highest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,24.7
Thermal_1777,What is the average temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,23.0
Thermal_1777,What is the minimum temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,18.9
Thermal_1777,What is the highest temperature recorded for the tree on the right? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1777,What average temperature does the tree on the left show? Strictly return a single numerical value rounded to one decimal place.,23.5
Thermal_1777,What is the coldest point of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,18.1
Thermal_1777,What is the highest temperature recorded for the tree on the left? Strictly return a single numerical value rounded to one decimal place.,25.3
Thermal_1778,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,25.4
Thermal_1778,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,23.7
Thermal_1778,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,27.1
Thermal_1779,What is the mean temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,25.2
Thermal_1779,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,23.1
Thermal_1779,What is the highest temperature recorded for the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_1779,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,24.7
Thermal_1779,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,23.2
Thermal_1779,What is the hottest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_1779,What is the mean temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,23.0
Thermal_1779,What is the coldest point of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,17.4
Thermal_1779,What is the maximum temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1779,What average temperature does the tree on the left show? Strictly return a single numerical value rounded to one decimal place.,23.3
Thermal_1779,What is the minimum temperature of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,19.9
Thermal_1779,What is the highest temperature recorded for the tree on the left? Strictly return a single numerical value rounded to one decimal place.,24.7
Thermal_178,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.1
Thermal_178,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_178,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,36.0
Thermal_178,What average temperature does the shoe on the left show? Strictly return a single numerical value rounded to one decimal place.,33.8
Thermal_178,What is the minimum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_178,What is the maximum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,35.6
Thermal_178,What average temperature does the shoe on the right show? Strictly return a single numerical value rounded to one decimal place.,33.5
Thermal_178,What is the coldest point of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.6
Thermal_178,What is the highest temperature recorded for the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,35.1
Thermal_178,What average temperature does the trash can on the right show? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_178,What is the coldest point of the trash can on the right? Strictly return a single numerical value rounded to one decimal place.,32.0
Thermal_178,What is the maximum temperature of the trash can on the right? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_178,What is the average temperature of the trash can on the left? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_178,What is the coldest point of the trash can on the left? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_178,What is the highest temperature recorded for the trash can on the left? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_1780,What average temperature does the tree show? Strictly return a single numerical value rounded to one decimal place.,22.9
Thermal_1780,What is the minimum temperature of the tree? Strictly return a single numerical value rounded to one decimal place.,16.4
Thermal_1780,What is the maximum temperature of the tree? Strictly return a single numerical value rounded to one decimal place.,24.0
Thermal_1782,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,26.5
Thermal_1782,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,23.9
Thermal_1782,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_1783,What average temperature does the handlebar on the left show? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_1783,What is the minimum temperature of the handlebar on the left? Strictly return a single numerical value rounded to one decimal place.,26.6
Thermal_1783,What is the hottest point of the handlebar on the left? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_1783,What is the mean temperature of the handlebar on the right? Strictly return a single numerical value rounded to one decimal place.,27.6
Thermal_1783,What is the lowest temperature recorded for the handlebar on the right? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_1783,What is the highest temperature recorded for the handlebar on the right? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_1784,What is the mean temperature of the light? Strictly return a single numerical value rounded to one decimal place.,23.4
Thermal_1784,What is the lowest temperature recorded for the light? Strictly return a single numerical value rounded to one decimal place.,22.8
Thermal_1784,What is the hottest point of the light? Strictly return a single numerical value rounded to one decimal place.,24.7
Thermal_1784,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1784,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,21.9
Thermal_1784,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_1784,What is the average temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,23.1
Thermal_1784,What is the coldest point of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,19.1
Thermal_1784,What is the highest temperature recorded for the tree on the right? Strictly return a single numerical value rounded to one decimal place.,25.2
Thermal_1784,What average temperature does the tree on the left show? Strictly return a single numerical value rounded to one decimal place.,23.9
Thermal_1784,What is the lowest temperature recorded for the tree on the left? Strictly return a single numerical value rounded to one decimal place.,23.3
Thermal_1784,What is the hottest point of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,25.4
Thermal_1785,What is the average temperature of the bicycle? Strictly return a single numerical value rounded to one decimal place.,23.4
Thermal_1785,What is the lowest temperature recorded for the bicycle? Strictly return a single numerical value rounded to one decimal place.,20.0
Thermal_1785,What is the hottest point of the bicycle? Strictly return a single numerical value rounded to one decimal place.,24.9
Thermal_1785,What is the mean temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,23.1
Thermal_1785,What is the coldest point of the light on the right? Strictly return a single numerical value rounded to one decimal place.,21.8
Thermal_1785,What is the hottest point of the light on the right? Strictly return a single numerical value rounded to one decimal place.,24.8
Thermal_1785,What is the average temperature of the light on the left? Strictly return a single numerical value rounded to one decimal place.,25.3
Thermal_1785,What is the coldest point of the light on the left? Strictly return a single numerical value rounded to one decimal place.,24.6
Thermal_1785,What is the hottest point of the light on the left? Strictly return a single numerical value rounded to one decimal place.,27.9
Thermal_1785,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,25.1
Thermal_1785,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,22.6
Thermal_1785,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_1786,What is the mean temperature of the bicycle? Strictly return a single numerical value rounded to one decimal place.,23.1
Thermal_1786,What is the lowest temperature recorded for the bicycle? Strictly return a single numerical value rounded to one decimal place.,19.9
Thermal_1786,What is the maximum temperature of the bicycle? Strictly return a single numerical value rounded to one decimal place.,25.3
Thermal_1787,What is the mean temperature of the tree? Strictly return a single numerical value rounded to one decimal place.,23.1
Thermal_1787,What is the lowest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,21.7
Thermal_1787,What is the hottest point of the tree? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1788,What is the mean temperature of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,22.8
Thermal_1788,What is the coldest point of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,18.1
Thermal_1788,What is the highest temperature recorded for the tree on the left? Strictly return a single numerical value rounded to one decimal place.,25.9
Thermal_1788,What is the average temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,23.6
Thermal_1788,What is the coldest point of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,22.2
Thermal_1788,What is the maximum temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,24.4
Thermal_1789,What is the average temperature of the car? Strictly return a single numerical value rounded to one decimal place.,24.9
Thermal_1789,What is the minimum temperature of the car? Strictly return a single numerical value rounded to one decimal place.,21.9
Thermal_1789,What is the highest temperature recorded for the car? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_179,What average temperature does the light show? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_179,What is the coldest point of the light? Strictly return a single numerical value rounded to one decimal place.,31.1
Thermal_179,What is the hottest point of the light? Strictly return a single numerical value rounded to one decimal place.,34.1
Thermal_179,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_179,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.4
Thermal_179,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.8
Thermal_1790,What is the mean temperature of the car? Strictly return a single numerical value rounded to one decimal place.,25.1
Thermal_1790,What is the lowest temperature recorded for the car? Strictly return a single numerical value rounded to one decimal place.,22.1
Thermal_1790,What is the highest temperature recorded for the car? Strictly return a single numerical value rounded to one decimal place.,30.4
Thermal_1792,What is the mean temperature of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,33.8
Thermal_1792,What is the minimum temperature of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_1792,What is the highest temperature recorded for the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,43.7
Thermal_1792,What is the average temperature of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_1792,What is the coldest point of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,26.0
Thermal_1792,What is the maximum temperature of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,31.4
Thermal_1793,What is the average temperature of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_1793,What is the minimum temperature of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,24.8
Thermal_1793,What is the maximum temperature of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,38.4
Thermal_1793,What is the average temperature of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,26.8
Thermal_1793,What is the coldest point of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,22.8
Thermal_1793,What is the hottest point of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_1794,What is the average temperature of the animal? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_1794,What is the coldest point of the animal? Strictly return a single numerical value rounded to one decimal place.,26.2
Thermal_1794,What is the highest temperature recorded for the animal? Strictly return a single numerical value rounded to one decimal place.,30.4
Thermal_1799,What is the average temperature of the light? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_1799,What is the coldest point of the light? Strictly return a single numerical value rounded to one decimal place.,25.9
Thermal_1799,What is the highest temperature recorded for the light? Strictly return a single numerical value rounded to one decimal place.,30.5
Thermal_18,What is the average temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,22.6
Thermal_18,What is the minimum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,21.8
Thermal_18,What is the maximum temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,24.4
Thermal_18,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_18,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,23.0
Thermal_18,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,33.9
Thermal_18,What is the average temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,27.0
Thermal_18,What is the minimum temperature of the shoe? Strictly return a single numerical value rounded to one decimal place.,24.0
Thermal_18,What is the highest temperature recorded for the shoe? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_180,What is the mean temperature of the light? Strictly return a single numerical value rounded to one decimal place.,32.3
Thermal_180,What is the coldest point of the light? Strictly return a single numerical value rounded to one decimal place.,30.5
Thermal_180,What is the highest temperature recorded for the light? Strictly return a single numerical value rounded to one decimal place.,33.9
Thermal_180,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_180,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_180,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.7
Thermal_1801,What average temperature does the motorcycle show? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_1801,What is the lowest temperature recorded for the motorcycle? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1801,What is the hottest point of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,80.3
Thermal_1801,What average temperature does the tree on the left show? Strictly return a single numerical value rounded to one decimal place.,24.6
Thermal_1801,What is the minimum temperature of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,22.8
Thermal_1801,What is the hottest point of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,26.1
Thermal_1801,What is the mean temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,24.0
Thermal_1801,What is the lowest temperature recorded for the tree on the right? Strictly return a single numerical value rounded to one decimal place.,22.7
Thermal_1801,What is the hottest point of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_1802,What is the mean temperature of the bicycle on the left? Strictly return a single numerical value rounded to one decimal place.,25.2
Thermal_1802,What is the coldest point of the bicycle on the left? Strictly return a single numerical value rounded to one decimal place.,22.3
Thermal_1802,What is the highest temperature recorded for the bicycle on the left? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_1802,What average temperature does the bicycle on the right show? Strictly return a single numerical value rounded to one decimal place.,25.1
Thermal_1802,What is the minimum temperature of the bicycle on the right? Strictly return a single numerical value rounded to one decimal place.,23.4
Thermal_1802,What is the highest temperature recorded for the bicycle on the right? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_1802,What average temperature does the light on the left show? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_1802,What is the minimum temperature of the light on the left? Strictly return a single numerical value rounded to one decimal place.,25.9
Thermal_1802,What is the highest temperature recorded for the light on the left? Strictly return a single numerical value rounded to one decimal place.,30.8
Thermal_1802,What is the mean temperature of the light on the right? Strictly return a single numerical value rounded to one decimal place.,26.0
Thermal_1802,What is the lowest temperature recorded for the light on the right? Strictly return a single numerical value rounded to one decimal place.,24.0
Thermal_1802,What is the highest temperature recorded for the light on the right? Strictly return a single numerical value rounded to one decimal place.,27.5
Thermal_1802,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,25.3
Thermal_1802,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,22.1
Thermal_1802,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,28.6
Thermal_1803,What is the mean temperature of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,33.5
Thermal_1803,What is the coldest point of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,22.7
Thermal_1803,What is the hottest point of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,140.5
Thermal_1803,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,25.3
Thermal_1803,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,22.9
Thermal_1803,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.8
Thermal_1803,What average temperature does the tree show? Strictly return a single numerical value rounded to one decimal place.,24.3
Thermal_1803,What is the coldest point of the tree? Strictly return a single numerical value rounded to one decimal place.,17.1
Thermal_1803,What is the highest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,26.0
Thermal_1807,What is the mean temperature of the bicycle on the right? Strictly return a single numerical value rounded to one decimal place.,24.8
Thermal_1807,What is the coldest point of the bicycle on the right? Strictly return a single numerical value rounded to one decimal place.,23.6
Thermal_1807,What is the maximum temperature of the bicycle on the right? Strictly return a single numerical value rounded to one decimal place.,26.8
Thermal_1807,What is the mean temperature of the bicycle on the left? Strictly return a single numerical value rounded to one decimal place.,24.6
Thermal_1807,What is the minimum temperature of the bicycle on the left? Strictly return a single numerical value rounded to one decimal place.,23.6
Thermal_1807,What is the maximum temperature of the bicycle on the left? Strictly return a single numerical value rounded to one decimal place.,25.9
Thermal_1807,What average temperature does the wheel on the left show? Strictly return a single numerical value rounded to one decimal place.,25.0
Thermal_1807,What is the lowest temperature recorded for the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,22.7
Thermal_1807,What is the hottest point of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_1807,What average temperature does the wheel on the right show? Strictly return a single numerical value rounded to one decimal place.,25.0
Thermal_1807,What is the minimum temperature of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,23.8
Thermal_1807,What is the highest temperature recorded for the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,26.2
Thermal_1808,What is the average temperature of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,33.8
Thermal_1808,What is the coldest point of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,22.2
Thermal_1808,What is the highest temperature recorded for the motorcycle? Strictly return a single numerical value rounded to one decimal place.,156.0
Thermal_1808,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,25.8
Thermal_1808,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,22.1
Thermal_1808,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,42.9
Thermal_1808,What is the mean temperature of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,29.6
Thermal_1808,What is the lowest temperature recorded for the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,25.2
Thermal_1808,What is the maximum temperature of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_1808,What is the average temperature of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,27.6
Thermal_1808,What is the coldest point of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,25.0
Thermal_1808,What is the maximum temperature of the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,36.7
Thermal_181,What is the mean temperature of the light? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_181,What is the minimum temperature of the light? Strictly return a single numerical value rounded to one decimal place.,30.6
Thermal_181,What is the hottest point of the light? Strictly return a single numerical value rounded to one decimal place.,33.7
Thermal_181,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_181,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_181,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,35.9
Thermal_1810,What is the average temperature of the animal? Strictly return a single numerical value rounded to one decimal place.,27.2
Thermal_1810,What is the lowest temperature recorded for the animal? Strictly return a single numerical value rounded to one decimal place.,25.4
Thermal_1810,What is the maximum temperature of the animal? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_1814,What average temperature does the wheel on the left show? Strictly return a single numerical value rounded to one decimal place.,24.8
Thermal_1814,What is the coldest point of the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,23.5
Thermal_1814,What is the highest temperature recorded for the wheel on the left? Strictly return a single numerical value rounded to one decimal place.,26.7
Thermal_1814,What average temperature does the wheel on the right show? Strictly return a single numerical value rounded to one decimal place.,25.3
Thermal_1814,What is the lowest temperature recorded for the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,23.9
Thermal_1814,What is the highest temperature recorded for the wheel on the right? Strictly return a single numerical value rounded to one decimal place.,27.0
Thermal_1817,What average temperature does the tree show? Strictly return a single numerical value rounded to one decimal place.,24.6
Thermal_1817,What is the minimum temperature of the tree? Strictly return a single numerical value rounded to one decimal place.,24.0
Thermal_1817,What is the highest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,25.5
Thermal_182,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,31.0
Thermal_182,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_182,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,34.4
Thermal_1820,What average temperature does the tree show? Strictly return a single numerical value rounded to one decimal place.,25.1
Thermal_1820,What is the lowest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1820,What is the highest temperature recorded for the tree? Strictly return a single numerical value rounded to one decimal place.,26.3
Thermal_1821,What is the average temperature of the car on the right? Strictly return a single numerical value rounded to one decimal place.,23.8
Thermal_1821,What is the lowest temperature recorded for the car on the right? Strictly return a single numerical value rounded to one decimal place.,20.3
Thermal_1821,What is the hottest point of the car on the right? Strictly return a single numerical value rounded to one decimal place.,32.0
Thermal_1821,What is the mean temperature of the car on the left? Strictly return a single numerical value rounded to one decimal place.,24.6
Thermal_1821,What is the coldest point of the car on the left? Strictly return a single numerical value rounded to one decimal place.,22.8
Thermal_1821,What is the maximum temperature of the car on the left? Strictly return a single numerical value rounded to one decimal place.,29.8
Thermal_1821,What average temperature does the light show? Strictly return a single numerical value rounded to one decimal place.,23.1
Thermal_1821,What is the coldest point of the light? Strictly return a single numerical value rounded to one decimal place.,21.8
Thermal_1821,What is the hottest point of the light? Strictly return a single numerical value rounded to one decimal place.,24.0
Thermal_1821,What is the average temperature of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,24.0
Thermal_1821,What is the minimum temperature of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,22.5
Thermal_1821,What is the hottest point of the tree on the left? Strictly return a single numerical value rounded to one decimal place.,25.5
Thermal_1821,What is the average temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,23.2
Thermal_1821,What is the minimum temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,22.2
Thermal_1821,What is the highest temperature recorded for the tree on the right? Strictly return a single numerical value rounded to one decimal place.,23.9
Thermal_1822,What is the average temperature of the car? Strictly return a single numerical value rounded to one decimal place.,24.8
Thermal_1822,What is the lowest temperature recorded for the car? Strictly return a single numerical value rounded to one decimal place.,20.4
Thermal_1822,What is the highest temperature recorded for the car? Strictly return a single numerical value rounded to one decimal place.,35.7
Thermal_1824,What is the average temperature of the animal? Strictly return a single numerical value rounded to one decimal place.,28.7
Thermal_1824,What is the coldest point of the animal? Strictly return a single numerical value rounded to one decimal place.,25.0
Thermal_1824,What is the hottest point of the animal? Strictly return a single numerical value rounded to one decimal place.,32.2
Thermal_1827,What is the mean temperature of the bicycle? Strictly return a single numerical value rounded to one decimal place.,24.4
Thermal_1827,What is the coldest point of the bicycle? Strictly return a single numerical value rounded to one decimal place.,22.1
Thermal_1827,What is the highest temperature recorded for the bicycle? Strictly return a single numerical value rounded to one decimal place.,25.6
Thermal_183,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,29.7
Thermal_183,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,24.4
Thermal_183,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,32.7
Thermal_1830,What is the mean temperature of the person? Strictly return a single numerical value rounded to one decimal place.,27.1
Thermal_1830,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,23.9
Thermal_1830,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_1831,What is the average temperature of the light? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_1831,What is the minimum temperature of the light? Strictly return a single numerical value rounded to one decimal place.,25.4
Thermal_1831,What is the maximum temperature of the light? Strictly return a single numerical value rounded to one decimal place.,29.6
Thermal_1831,What is the mean temperature of the motorcycle on the right? Strictly return a single numerical value rounded to one decimal place.,24.6
Thermal_1831,What is the lowest temperature recorded for the motorcycle on the right? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1831,What is the highest temperature recorded for the motorcycle on the right? Strictly return a single numerical value rounded to one decimal place.,25.9
Thermal_1831,What is the mean temperature of the motorcycle on the left? Strictly return a single numerical value rounded to one decimal place.,24.9
