tiff_file,prompt,category,ground_truth
Thermal_1572,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1573,"Which of the two trees has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1573,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1578,"Between the car on the left and the car on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1578,"Which of the two cars has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1580,"Between the tree on the right and the tree on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1580,"Which of the two trees has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1580,"Which of the two wheels has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1580,"Which wheel is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1581,"Which of the two cars has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1581,"Which car is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1582,"Which of the two cars has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1582,"Which car is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1583,"Which of the two cars has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1583,"Which of the two cars has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1586,"Between the tree on the right and the tree on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1586,"Between the tree on the right and the tree on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1589,"Between the cow on the left and the cow on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,left
Thermal_1589,"Which cow is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,right
Thermal_1590,"Which tree is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1590,"Which tree is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1592,"Between the tree on the left and the tree on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1592,"Which tree is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1595,"Which cow is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,left
Thermal_1595,"Which cow is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,right
Thermal_1596,"Between the tree on the right and the tree on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1596,"Between the tree on the right and the tree on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1597,"Which of the two animals has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Animal,right
Thermal_1597,"Between the animal on the right and the animal on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Animal,left
Thermal_1602,"Which of the two cars has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1602,"Which car is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1602,"Which of the two trees has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1602,"Between the tree on the right and the tree on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1603,"Between the tree on the right and the tree on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1603,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1606,"Between the car on the right and the car on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1606,"Which of the two cars has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1607,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1607,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1608,"Which car is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1608,"Which of the two cars has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1608,"Which cow is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,left
Thermal_1608,"Which cow is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,right
Thermal_161,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_161,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1615,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1615,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1621,"Which of the two cows has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,right
Thermal_1621,"Which cow is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,left
Thermal_1626,"Which of the two wheels has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1626,"Which wheel is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1629,"Between the car on the left and the car on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1629,"Which car is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1630,"Which wheel is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1630,"Which wheel is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1632,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1632,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1633,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1633,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1633,"Between the tree on the left and the tree on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1633,"Which tree is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1635,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1635,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1636,"Between the tree on the right and the tree on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1636,"Which of the two trees has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1637,"Which wheel is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1637,"Between the wheel on the left and the wheel on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1638,"Which motorcycle is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1638,"Which motorcycle is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1638,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1638,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1646,"Which of the two trees has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1646,"Between the tree on the left and the tree on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1652,"Which of the two motorcycles has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1652,"Between the motorcycle on the left and the motorcycle on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1655,"Which bicycle is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,right
Thermal_1655,"Between the bicycle on the left and the bicycle on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,left
Thermal_1659,"Between the motorcycle on the left and the motorcycle on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1659,"Between the motorcycle on the left and the motorcycle on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1661,"Which bicycle is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,right
Thermal_1661,"Which of the two bicycles has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,left
Thermal_1662,"Which cow is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,right
Thermal_1662,"Which cow is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,left
Thermal_1667,"Between the cow on the left and the cow on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,right
Thermal_1667,"Which cow is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cow,left
Thermal_1669,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1669,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1670,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1670,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1672,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1672,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1673,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1673,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1675,"Which of the two handlebars has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Handlebar,right
Thermal_1675,"Which of the two handlebars has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Handlebar,left
Thermal_1677,"Between the wheel on the left and the wheel on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1677,"Which of the two wheels has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1678,"Between the wheel on the right and the wheel on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1678,"Which wheel is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1679,"Which of the two lights has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1679,"Between the light on the right and the light on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_169,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_169,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1694,"Which of the two cylinders has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cylinder,left
Thermal_1694,"Which cylinder is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cylinder,right
Thermal_1697,"Which of the two bicycles has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,left
Thermal_1697,"Between the bicycle on the right and the bicycle on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,right
Thermal_1698,"Which bicycle is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,left
Thermal_1698,"Which of the two bicycles has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,right
Thermal_1698,"Which tree is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1698,"Which of the two trees has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1699,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1699,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_17,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_17,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1704,"Which of the two wheels has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1704,"Between the wheel on the right and the wheel on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1708,"Which motorcycle is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1708,"Which motorcycle is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1708,"Between the wheel on the left and the wheel on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1708,"Which wheel is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1710,"Which motorcycle is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1710,"Which motorcycle is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1711,"Between the motorcycle on the left and the motorcycle on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1711,"Which motorcycle is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1712,"Which of the two motorcycles has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1712,"Which of the two motorcycles has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1714,"Which of the two handlebars has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Handlebar,left
Thermal_1714,"Which of the two handlebars has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Handlebar,right
Thermal_1714,"Between the motorcycle on the right and the motorcycle on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1714,"Which motorcycle is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1715,"Between the machinery on the right and the machinery on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Machinery,left
Thermal_1715,"Which of the two machinerys has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Machinery,right
Thermal_1735,"Between the light on the left and the light on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1735,"Between the light on the left and the light on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1737,"Which wheel is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1737,"Between the wheel on the left and the wheel on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1739,"Which tire is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tire,left
Thermal_1739,"Which of the two tires has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tire,right
Thermal_174,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_174,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_174,"Between the shoe on the left and the shoe on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_174,"Between the shoe on the left and the shoe on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_1741,"Between the wheel on the right and the wheel on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1741,"Between the wheel on the right and the wheel on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1745,"Between the car on the left and the car on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1745,"Between the car on the left and the car on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1749,"Which car is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1749,"Between the car on the right and the car on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_175,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_175,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1751,"Between the light on the left and the light on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1751,"Which light is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1753,"Which of the two lights has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1753,"Which light is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1755,"Which of the two wheels has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1755,"Which of the two wheels has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1756,"Which of the two wheels has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1756,"Which wheel is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1757,"Which wheel is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1757,"Between the wheel on the left and the wheel on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_176,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_176,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1768,"Which of the two trees has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1768,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_177,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_177,"Which person is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1771,"Between the light on the right and the light on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1771,"Which of the two lights has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1772,"Between the light on the left and the light on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1772,"Which light is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1773,"Between the light on the left and the light on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1773,"Between the light on the left and the light on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1777,"Between the tree on the right and the tree on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1777,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1779,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1779,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1779,"Which of the two trees has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1779,"Between the tree on the right and the tree on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_178,"Between the shoe on the left and the shoe on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_178,"Which shoe is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_178,"Between the trash can on the right and the trash can on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Trash can,right
Thermal_178,"Which trash can is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Trash can,left
Thermal_1783,"Which handlebar is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Handlebar,right
Thermal_1783,"Between the handlebar on the left and the handlebar on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Handlebar,left
Thermal_1784,"Which tree is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1784,"Between the tree on the right and the tree on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1785,"Which light is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1785,"Which of the two lights has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1788,"Which of the two trees has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1788,"Between the tree on the left and the tree on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1792,"Between the wheel on the right and the wheel on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1792,"Which wheel is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1793,"Which of the two wheels has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1793,"Between the wheel on the left and the wheel on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1801,"Between the tree on the left and the tree on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1801,"Which of the two trees has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1802,"Which bicycle is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,left
Thermal_1802,"Which of the two bicycles has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,right
Thermal_1802,"Between the light on the left and the light on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1802,"Which light is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1807,"Which of the two bicycles has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,right
Thermal_1807,"Between the bicycle on the right and the bicycle on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Bicycle,left
Thermal_1807,"Which of the two wheels has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1807,"Between the wheel on the left and the wheel on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1808,"Which of the two wheels has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1808,"Which wheel is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1814,"Between the wheel on the left and the wheel on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1814,"Which wheel is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1821,"Which of the two cars has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1821,"Between the car on the right and the car on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1821,"Which tree is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1821,"Between the tree on the left and the tree on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1831,"Which of the two motorcycles has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,left
Thermal_1831,"Which motorcycle is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Motorcycle,right
Thermal_1837,"Which of the two tires has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tire,left
